Timestamp,User,Speaker,Message
19:18:43,Mayank,You,capital of france
19:18:43,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
19:18:52,Mayank,You,capital of india
19:18:52,Mayank,Bot,"New Delhi, the heart of India!"
19:18:58,Mayank,You,what is drdo
19:18:58,Mayank,Bot,DRDO stands for Defence Research and Development Organisation.
19:19:03,Mayank,You,Hello
19:19:03,Mayank,Bot,Hello! How can I assist you today?
19:19:03,Mayank,You,capital of france
19:19:03,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
19:19:03,Mayank,You,capital of india
19:19:03,Mayank,Bot,"New Delhi, the heart of India!"
19:19:03,Mayank,You,what is drdo
19:19:03,Mayank,Bot,DRDO stands for Defence Research and Development Organisation.
19:19:03,Mayank,You,exit
19:19:03,Mayank,Bot,"Chat ended. 😺 Oopsie, come back soon!"
13:22:25,Mayank,You,hello
13:22:25,Mayank,Bot,Hello! How can I assist you today?
13:22:34,Mayank,You,chalo na nmar ja
13:22:34,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:22:38,Mayank,You,ksia hai
13:22:38,Mayank,Bot,"Matched Question: kisahai. Response: Tu bata, kaisa hai?"
13:22:41,Mayank,You,kasia hai
13:22:41,Mayank,Bot,"Matched Question: kisahai. Response: Tu bata, kaisa hai?"
13:22:45,Mayank,You,india ki capital
13:22:45,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:22:49,Mayank,You,tu bata aur
13:22:49,Mayank,Bot,"Matched Question: tubatana. Response: Bata na, kya chal raha hai?"
13:22:55,Mayank,You,india
13:22:55,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:23:00,Mayank,You,waht is india
13:23:00,Mayank,Bot,Matched Question: whatisina. Response: INA: fought for India’s freedom!
13:23:04,Mayank,You,Indian army
13:23:04,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:23:14,Mayank,You,what is indian army
13:23:14,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:23:19,Mayank,You,kasia hai
13:23:19,Mayank,Bot,"Matched Question: kisahai. Response: Tu bata, kaisa hai?"
13:23:19,Mayank,You,india ki capital
13:23:19,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:23:19,Mayank,You,tu bata aur
13:23:19,Mayank,Bot,"Matched Question: tubatana. Response: Bata na, kya chal raha hai?"
13:23:19,Mayank,You,india
13:23:19,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:23:19,Mayank,You,waht is india
13:23:19,Mayank,Bot,Matched Question: whatisina. Response: INA: fought for India’s freedom!
13:23:19,Mayank,You,Indian army
13:23:19,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:23:19,Mayank,You,what is indian army
13:23:19,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:23:19,Mayank,You,exit
13:23:19,Mayank,Bot,"Chat ended. 😺 Oopsie, come back soon!"
13:11:14,Mayank,You,Hello bro
13:11:14,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:11:18,Mayank,You,hi
13:11:18,Mayank,Bot,Good Afternoon! What's up? 😎
13:11:20,Mayank,You,kaisa hai bhai tu
13:11:20,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:14:41,Mayank,You,hi
13:14:41,Mayank,Bot,Hello! Ready to chat?
13:14:44,Mayank,You,what is the capital of india
13:14:44,Mayank,Bot,"New Delhi, India's capital city!"
13:15:01,Mayank,You,what is drdo
13:15:01,Mayank,Bot,DRDO: India's defense tech hub!
13:15:16,Mayank,You,what is natioanl animal of india
13:15:16,Mayank,Bot,Matched Question: whatisthenationalanimalofindia. Response: The Bengal Tiger is the national animal of India.
13:15:24,Mayank,You,who created you
13:15:24,Mayank,Bot,Made with love by a Python pro!
13:15:31,Mayank,You,waht is your puropose
13:15:31,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:15:36,Mayank,You,why are you creaed
13:15:36,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:15:51,Mayank,You,why are you created
13:15:51,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:15:57,Mayank,You,tell me a joke
13:15:57,Mayank,Bot,Why did the computer go to art school? It wanted to learn to draw a better 'byte'!
13:16:02,Mayank,You,tell me a game
13:16:02,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:16:10,Mayank,You,can you play a game
13:16:10,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:19:33,Mayank,You,hi
13:19:33,Mayank,Bot,Good Afternoon! What's up? 😎
13:19:35,Mayank,You,what is my name
13:19:35,Mayank,Bot,Matched Question: whatisonam. Response: Onam: Kerala’s cultural celebration!
13:19:38,Mayank,You,festivla of light
13:19:38,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:19:46,Mayank,You,festival of light
13:19:46,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:19:53,Mayank,You,festivla of colours
13:19:53,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:19:58,Mayank,You,collours
13:19:58,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:20:01,Mayank,You,tell me about india
13:20:01,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:20:10,Mayank,Bot,Matched Question: whatisonam. Response: Onam: Kerala’s cultural celebration!
13:20:10,Mayank,You,festivla of light
13:20:10,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:20:10,Mayank,You,festival of light
13:20:10,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:20:10,Mayank,You,festivla of colours
13:20:10,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:20:10,Mayank,You,collours
13:20:10,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:20:10,Mayank,You,tell me about india
13:20:10,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
13:20:10,Mayank,You,exit
13:20:10,Mayank,Bot,"Chat ended. 😺 Oopsie, come back soon!"
19:43:28,Mayank,You,hi
19:43:28,Mayank,Bot,Good Evening! Ready to chat? 🌆
19:43:32,Mayank,You,who are you
19:43:32,Mayank,Bot,I'm a cool chatbot here to help you out!
19:43:41,Mayank,You,who created you
19:43:41,Mayank,Bot,Made with love by a Python pro!
19:43:47,Mayank,You,tell me a joke
19:43:47,Mayank,Bot,Why did the computer go to art school? It wanted to draw a better 'byte'!
19:43:52,Mayank,You,ok also tell me about how are you doing
19:43:52,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
19:44:06,Mayank,You,what is ISro
19:44:06,Mayank,Bot,ISRO: India's space agency!
19:44:15,Mayank,You,what is TCS
19:44:15,Mayank,Bot,Matched: whatisetcd. Response: etcd is a distributed key-value store for Kubernetes data.
19:44:21,Mayank,You,What is tata
19:44:21,Mayank,Bot,Matched: whatisamca. Response: AMCA is India's 5th-gen stealth fighter jet project.
19:44:27,Mayank,You,Tejas mk2
19:44:27,Mayank,Bot,"Didn't get that. Try a joke, quote, or game! 😺"
19:44:36,Mayank,You,exit
19:44:36,Mayank,Bot,Chat ended. 😺 Come back soon!
